row,column,original_data,sensitivity_level,protection_status,confidence,sensitive_types
1106,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
1107,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
1107,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
1107,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1107,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1107,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1108,email,admin@test.com,No sensible,Estado desconocido,0.1,
1108,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
1108,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1108,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
1108,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1109,email,user@example.org,No sensible,Estado desconocido,0.1,
1109,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
1109,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1109,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1109,ip,localhost,No sensible,Estado desconocido,0.1,
1110,email,email,No sensible,Estado desconocido,0.1,
1110,password_hash,password_hash,No sensible,Estado desconocido,0.1,
1110,rut,rut,No sensible,Estado desconocido,0.1,
1110,telefono,telefono,No sensible,Estado desconocido,0.1,
1110,ip,ip,No sensible,Estado desconocido,0.1,
1111,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
1111,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
1111,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1111,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1111,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
1112,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
1112,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
1112,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1112,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1112,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1113,email,admin@test.com,No sensible,Estado desconocido,0.1,
1113,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
1113,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1113,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
1113,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1114,email,user@example.org,No sensible,Estado desconocido,0.1,
1114,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
1114,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1114,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1114,ip,localhost,No sensible,Estado desconocido,0.1,
1115,email,email,No sensible,Estado desconocido,0.1,
1115,password_hash,password_hash,No sensible,Estado desconocido,0.1,
1115,rut,rut,No sensible,Estado desconocido,0.1,
1115,telefono,telefono,No sensible,Estado desconocido,0.1,
1115,ip,ip,No sensible,Estado desconocido,0.1,
1116,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
1116,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
1116,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1116,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1116,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
1117,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
1117,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
1117,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1117,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1117,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1118,email,admin@test.com,No sensible,Estado desconocido,0.1,
1118,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
1118,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1118,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
1118,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1119,email,user@example.org,No sensible,Estado desconocido,0.1,
1119,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
1119,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1119,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1119,ip,localhost,No sensible,Estado desconocido,0.1,
1120,email,email,No sensible,Estado desconocido,0.1,
1120,password_hash,password_hash,No sensible,Estado desconocido,0.1,
1120,rut,rut,No sensible,Estado desconocido,0.1,
1120,telefono,telefono,No sensible,Estado desconocido,0.1,
1120,ip,ip,No sensible,Estado desconocido,0.1,
1121,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
1121,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
1121,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1121,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1121,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
1122,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
1122,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
1122,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1122,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1122,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1123,email,admin@test.com,No sensible,Estado desconocido,0.1,
1123,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
1123,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1123,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
1123,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1124,email,user@example.org,No sensible,Estado desconocido,0.1,
1124,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
1124,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1124,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1124,ip,localhost,No sensible,Estado desconocido,0.1,
1125,email,email,No sensible,Estado desconocido,0.1,
1125,password_hash,password_hash,No sensible,Estado desconocido,0.1,
1125,rut,rut,No sensible,Estado desconocido,0.1,
1125,telefono,telefono,No sensible,Estado desconocido,0.1,
1125,ip,ip,No sensible,Estado desconocido,0.1,
1126,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
1126,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
1126,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1126,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1126,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
1127,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
1127,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
1127,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1127,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1127,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1128,email,admin@test.com,No sensible,Estado desconocido,0.1,
1128,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
1128,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1128,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
1128,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1129,email,user@example.org,No sensible,Estado desconocido,0.1,
1129,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
1129,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1129,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1129,ip,localhost,No sensible,Estado desconocido,0.1,
1130,email,email,No sensible,Estado desconocido,0.1,
1130,password_hash,password_hash,No sensible,Estado desconocido,0.1,
1130,rut,rut,No sensible,Estado desconocido,0.1,
1130,telefono,telefono,No sensible,Estado desconocido,0.1,
1130,ip,ip,No sensible,Estado desconocido,0.1,
1131,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
1131,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
1131,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1131,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1131,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
1132,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
1132,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
1132,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1132,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1132,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1133,email,admin@test.com,No sensible,Estado desconocido,0.1,
1133,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
1133,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1133,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
1133,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1134,email,user@example.org,No sensible,Estado desconocido,0.1,
1134,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
1134,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1134,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1134,ip,localhost,No sensible,Estado desconocido,0.1,
1135,email,email,No sensible,Estado desconocido,0.1,
1135,password_hash,password_hash,No sensible,Estado desconocido,0.1,
1135,rut,rut,No sensible,Estado desconocido,0.1,
1135,telefono,telefono,No sensible,Estado desconocido,0.1,
1135,ip,ip,No sensible,Estado desconocido,0.1,
1136,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
1136,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
1136,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1136,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1136,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
1137,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
1137,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
1137,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1137,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1137,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1138,email,admin@test.com,No sensible,Estado desconocido,0.1,
1138,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
1138,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1138,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
1138,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1139,email,user@example.org,No sensible,Estado desconocido,0.1,
1139,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
1139,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1139,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1139,ip,localhost,No sensible,Estado desconocido,0.1,
1140,email,email,No sensible,Estado desconocido,0.1,
1140,password_hash,password_hash,No sensible,Estado desconocido,0.1,
1140,rut,rut,No sensible,Estado desconocido,0.1,
1140,telefono,telefono,No sensible,Estado desconocido,0.1,
1140,ip,ip,No sensible,Estado desconocido,0.1,
1141,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
1141,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
1141,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1141,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1141,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
1142,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
1142,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
1142,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1142,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1142,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1143,email,admin@test.com,No sensible,Estado desconocido,0.1,
1143,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
1143,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1143,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
1143,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1144,email,user@example.org,No sensible,Estado desconocido,0.1,
1144,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
1144,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1144,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1144,ip,localhost,No sensible,Estado desconocido,0.1,
1145,email,email,No sensible,Estado desconocido,0.1,
1145,password_hash,password_hash,No sensible,Estado desconocido,0.1,
1145,rut,rut,No sensible,Estado desconocido,0.1,
1145,telefono,telefono,No sensible,Estado desconocido,0.1,
1145,ip,ip,No sensible,Estado desconocido,0.1,
1146,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
1146,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
1146,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1146,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1146,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
1147,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
1147,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
1147,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1147,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1147,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1148,email,admin@test.com,No sensible,Estado desconocido,0.1,
1148,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
1148,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1148,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
1148,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1149,email,user@example.org,No sensible,Estado desconocido,0.1,
1149,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
1149,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1149,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1149,ip,localhost,No sensible,Estado desconocido,0.1,
1150,email,email,No sensible,Estado desconocido,0.1,
1150,password_hash,password_hash,No sensible,Estado desconocido,0.1,
1150,rut,rut,No sensible,Estado desconocido,0.1,
1150,telefono,telefono,No sensible,Estado desconocido,0.1,
1150,ip,ip,No sensible,Estado desconocido,0.1,
1151,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
1151,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
1151,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1151,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1151,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
1152,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
1152,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
1152,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1152,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1152,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1153,email,admin@test.com,No sensible,Estado desconocido,0.1,
1153,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
1153,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1153,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
1153,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1154,email,user@example.org,No sensible,Estado desconocido,0.1,
1154,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
1154,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1154,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1154,ip,localhost,No sensible,Estado desconocido,0.1,
1155,email,email,No sensible,Estado desconocido,0.1,
1155,password_hash,password_hash,No sensible,Estado desconocido,0.1,
1155,rut,rut,No sensible,Estado desconocido,0.1,
1155,telefono,telefono,No sensible,Estado desconocido,0.1,
1155,ip,ip,No sensible,Estado desconocido,0.1,
1156,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
1156,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
1156,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1156,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1156,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
1157,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
1157,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
1157,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1157,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1157,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1158,email,admin@test.com,No sensible,Estado desconocido,0.1,
1158,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
1158,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1158,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
1158,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1159,email,user@example.org,No sensible,Estado desconocido,0.1,
1159,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
1159,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1159,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1159,ip,localhost,No sensible,Estado desconocido,0.1,
1160,email,email,No sensible,Estado desconocido,0.1,
1160,password_hash,password_hash,No sensible,Estado desconocido,0.1,
1160,rut,rut,No sensible,Estado desconocido,0.1,
1160,telefono,telefono,No sensible,Estado desconocido,0.1,
1160,ip,ip,No sensible,Estado desconocido,0.1,
1161,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
1161,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
1161,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1161,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1161,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
1162,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
1162,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
1162,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1162,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1162,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1163,email,admin@test.com,No sensible,Estado desconocido,0.1,
1163,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
1163,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1163,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
1163,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1164,email,user@example.org,No sensible,Estado desconocido,0.1,
1164,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
1164,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1164,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1164,ip,localhost,No sensible,Estado desconocido,0.1,
1165,email,email,No sensible,Estado desconocido,0.1,
1165,password_hash,password_hash,No sensible,Estado desconocido,0.1,
1165,rut,rut,No sensible,Estado desconocido,0.1,
1165,telefono,telefono,No sensible,Estado desconocido,0.1,
1165,ip,ip,No sensible,Estado desconocido,0.1,
1166,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
1166,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
1166,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1166,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1166,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
1167,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
1167,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
1167,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1167,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1167,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1168,email,admin@test.com,No sensible,Estado desconocido,0.1,
1168,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
1168,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1168,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
1168,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1169,email,user@example.org,No sensible,Estado desconocido,0.1,
1169,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
1169,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1169,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1169,ip,localhost,No sensible,Estado desconocido,0.1,
1170,email,email,No sensible,Estado desconocido,0.1,
1170,password_hash,password_hash,No sensible,Estado desconocido,0.1,
1170,rut,rut,No sensible,Estado desconocido,0.1,
1170,telefono,telefono,No sensible,Estado desconocido,0.1,
1170,ip,ip,No sensible,Estado desconocido,0.1,
1171,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
1171,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
1171,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1171,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1171,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
1172,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
1172,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
1172,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1172,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1172,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1173,email,admin@test.com,No sensible,Estado desconocido,0.1,
1173,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
1173,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1173,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
1173,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1174,email,user@example.org,No sensible,Estado desconocido,0.1,
1174,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
1174,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1174,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1174,ip,localhost,No sensible,Estado desconocido,0.1,
1175,email,email,No sensible,Estado desconocido,0.1,
1175,password_hash,password_hash,No sensible,Estado desconocido,0.1,
1175,rut,rut,No sensible,Estado desconocido,0.1,
1175,telefono,telefono,No sensible,Estado desconocido,0.1,
1175,ip,ip,No sensible,Estado desconocido,0.1,
1176,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
1176,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
1176,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1176,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1176,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
1177,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
1177,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
1177,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1177,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1177,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1178,email,admin@test.com,No sensible,Estado desconocido,0.1,
1178,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
1178,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1178,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
1178,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1179,email,user@example.org,No sensible,Estado desconocido,0.1,
1179,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
